tracer_number,CO_max_error,CO_l2_error,C+_max_error,C+_l2_error,O+_max_error,O+_l2_error,O_max_error,O_l2_error,e-_max_error,e-_l2_error
0,0.5594918750568435,0.0318901179443643,3.40751922995914e-05,1.929694496613056e-06,0.1236175812763185,0.0092405999828616,0.0001475173302744,6.568263291552449e-05,0.0004132544109068,0.0001745041583341
1,0.0021610827706866,0.0002707127088522,7.90624752248078,0.0055539946151967,7.844978148913624,0.0035996782744586,0.0055006088267998,0.0003699835343194,2.874585463594855,0.0054839054089369
2,0.016706344709534,0.0056867002384127,0.0025568827905512,0.0012246627424049,0.29292135458314,0.0041567338550144,0.0003335649248898,0.0001421208300766,0.0024917692832419,0.0012104177059233
3,0.4961798216285994,0.0257003469724281,0.0420632285846159,0.0058532281968654,0.4045634311813661,0.0281461491290456,0.0001093825576389,3.733892329832122e-05,0.0404758776564776,0.005689201315134
4,0.2600871412644476,0.0096676489464064,0.193175282804757,0.0090606457880434,0.3678881982467961,0.0407448556698233,0.010584971007475,0.0028145896932169,0.1873850819212301,0.0090088956203824
5,0.1221062080469093,0.0098644268850124,0.0791265869778071,0.0097059604706477,0.7092411651284033,0.0368191578293857,0.000415376896672,7.986469026398194e-05,0.0718658067377954,0.0095026321888264
6,0.1919024501486081,0.0362187439777256,0.0022681214867226,0.0003527595715802,0.4870907867981017,0.0137688870384818,3.3784584800927844e-05,6.950609865555564e-06,0.0021919815070652,0.0003493352140929
7,0.3959659488518257,0.0484405856619633,0.0004131006722905,3.8908316224080064e-05,0.2442706203347856,0.009242705104113,5.421020936430006e-05,1.947925567190245e-05,0.0004613624049856,0.0001044606909521
8,0.0007342019856124,0.000359429335129,0.0269485336297182,0.0034541627802496,0.0110739869966233,0.0029350433686007,0.0006168591676826,0.0004199336048359,0.0069980488345859,0.0015471279769954
9,0.3970988642933842,0.0520103714577934,0.000212854644274,1.033270126701578e-05,0.2613536595647821,0.0053247647291399,3.805269127767212e-05,1.971973167970338e-05,0.000322516945931,9.556195065521505e-05
10,0.4458739255979211,0.0075513795784169,0.1515141034391008,0.0082551621443837,0.265291392432856,0.0307624848953638,0.0033417549255275,0.0007833779892648,0.1216636975181653,0.0082238822480461
11,0.1669138382115888,0.0233246099222463,0.1204750312370644,0.009525883271609,0.5638672966947964,0.0277615866848356,0.0004418134123607,0.0001398892656638,0.0981677479456935,0.0092393940015213
12,0.0010508998153556,0.0002630428239915,1.3695168285179935,0.005352992469754,1.3644770567914832,0.0035457202957069,0.002905733543459,0.0003670189320203,0.6634263969852385,0.004744884247692
13,0.0037043256618239,0.0033836438860187,0.1528412598544127,0.0128836691198017,0.1110367424104365,0.0212893641217783,0.0025154674819981,0.0018461646980125,0.0941837052387213,0.0108453582815233
14,0.2781532643021292,0.0384482697862022,0.0004065242220622,5.4419021105126966e-05,0.3510312902353886,0.0126594074710783,6.847982202370374e-05,1.7072622201756306e-05,0.0003822207554851,0.0001178032941627
15,0.4853492195510191,0.0612494656569126,0.0065537388910376,0.0010430074497893,0.2928982947333661,0.0129049245730883,0.0001283292618069,2.9236643702156505e-05,0.0063981215421874,0.0010158113894856
16,0.3034848835633956,0.0054508777271889,0.0625402078126019,0.0105476447377276,0.6035333830557759,0.1502703350573127,0.0023403790061643,0.0004613031419114,0.0571661097859121,0.0105028155053386
17,0.4515349937557529,0.0214761031979973,0.0002892082222483,6.427396965725872e-05,0.1679086224728161,0.0210931949173429,7.048597151234587e-05,1.8054074805017094e-05,0.0003597422634846,0.0001211568400663
18,0.1625044533716004,0.0197570465663275,0.0045863128848987,0.0009387728775637,0.5269482037979026,0.0237485716358476,6.194405137972407e-05,1.603334810784592e-05,0.0045256985616159,0.000911196349396
19,0.1029114356364137,0.0236116889070668,0.0013936622090107,0.0002621239334038,0.3430298070171047,0.0263476138629921,9.262217037586546e-05,1.856440914828708e-05,0.001418075940664,0.0002724199420664
20,0.3390775850915906,0.0323090879812052,0.0474023966990091,0.0061527281719506,0.5603121660559979,0.041856004337526,4.33730939665646e-05,2.2324439749437224e-05,0.043576465871864,0.0059988182045211
21,0.0008447991179696,0.0005913226934866,0.0528983439971347,0.0117691738856785,0.0169109529588676,0.0039872173259918,0.0009970267338386,0.0006663896228719,0.0151698050749037,0.0027589922294147
22,0.0007331489489058,0.0002721434838909,0.0806450268312158,0.0057149009432916,0.0772000178374114,0.0038745263125965,0.0011649022896763,0.0003640506276244,0.0259063018027257,0.0025543733589947
23,0.1837290060174667,0.0254550618206213,0.0586812932490358,0.0080469772153477,0.6201299202002044,0.0350321498583244,0.0004050210731613,8.700867381441026e-05,0.0530319117843239,0.0077432810569898
24,0.3036336562390698,0.0481833678011574,0.0001484636165742,3.5100856481640885e-05,0.3786450573939572,0.0111172371074677,0.0001189686999538,2.875779278083236e-05,0.0003187048299331,0.0001070992037928
25,0.4165092419776729,0.0250762170062055,0.0100546444982951,0.002237874623883,0.3143000445195145,0.0394825621530415,6.950630823324666e-05,1.657943373451532e-05,0.0098782823395529,0.0021931159385568
26,0.5058596896839586,0.0358548019475135,0.0001365673935171,2.3624026712659685e-05,0.1515269824510516,0.021801459472197,0.0002321096885725,4.432311138033648e-05,0.0004844720147648,0.0001384108500018
27,0.4859552247887197,0.039441259984275,0.016751923308415,0.0035504742392391,0.3111093287017242,0.0238999590273907,0.0001049662895864,2.0043645410097485e-05,0.0164470916700283,0.0034706002021435
28,0.0759450808354179,0.0070018276227037,0.0144936675128162,0.0038036597012178,0.4013120457398934,0.0133278648989965,0.0008682343818173,0.0001828130444471,0.0142106966226027,0.0037156026728045
29,0.0016886405027445,0.0002851261990361,6.2697127461329725,0.0053912851724105,6.256321604915609,0.0033917439561337,0.0044192800118261,0.0003945930970734,2.409363943142073,0.0044032124605047
30,0.3022922028110184,0.0794331291015578,0.0006596577850323,3.1103798026039405e-05,0.559590658828345,0.0040058455229396,4.8368183132269e-05,1.6672003993812146e-05,0.0006613716773093,6.529679657042764e-05
31,0.1807432308767678,0.0071149285345288,0.1060600077965275,0.0103223103320089,0.3409879810808517,0.0965464796743,0.0022019887291953,0.0006191378044541,0.1015768241581258,0.010285271227407
32,0.5256730729892433,0.0625869392417691,0.0018112843380101,0.0002373372670557,0.2419406237099037,0.0112033143057694,0.0001166534001998,3.291544465259351e-05,0.001690233188351,0.0002591076888818
33,0.2186871874150869,0.0115714838647271,0.1234920682484235,0.0101596570831486,0.2549286843211237,0.033334213983051,0.0079409554264472,0.0016750169765114,0.1195676782949561,0.0101088226698868
34,0.5000813240830886,0.0361197791588601,0.0063474988666468,0.0011116844255743,0.2169323309724048,0.0238277156853872,9.354502481386814e-05,2.4117523751711e-05,0.006224075520494,0.0010946895137549
35,0.164595713699769,0.0075359379055824,0.210856300707193,0.0137081007950535,0.1991434852573408,0.1049776756195036,0.0123517101693302,0.0034937907684871,0.1813677685277984,0.0136594180938591
36,0.5064055379060314,0.0356324484511744,0.0072804384190567,0.0012521974036301,0.2803515762408128,0.0241583176979463,5.434428369430508e-05,1.030889881924025e-05,0.0070045936398498,0.0012100074648091
37,0.5416887977173832,0.0368105525723484,0.0011219934545589,0.0001549708908389,0.1302347139827322,0.0146408313000145,0.0001922375311524,5.470158725731765e-05,0.001207341047646,0.0002356694907276
38,0.0007421123703516,0.0002769440113353,0.1452006494148129,0.0058673255624115,0.1417645835866438,0.0043332591495587,0.0011977959022092,0.0003715482403549,0.0454867810188091,0.0028802931624216
39,0.1563150694277771,0.0064127025541491,0.0480754399299559,0.0062912677020259,0.6057646853139864,0.0363296967610233,0.0001635723180087,4.03181306282078e-05,0.0438867932541476,0.0061710838676721
40,0.0197190196947209,0.0028166507690368,0.0143028155949199,0.0020093750827706,0.3245447629229269,0.0128371199301146,0.0001539052593367,6.544925520194541e-05,0.0140011476074422,0.0020277922896501
41,0.4287188808162509,0.0311085173878083,0.0007332296309268,0.0001112887101837,0.1924236656657277,0.0130781723277369,5.887299896186068e-05,1.644177955453036e-05,0.0006425629442886,0.0001406840197874
42,0.4970926993110797,0.0324808369065614,8.585854332442899e-05,4.996193766373581e-06,0.1601774280576553,0.0085946398322436,0.0001053601418176,2.5449984850079404e-05,0.0002366128612561,9.782683352746754e-05
43,0.1650340578787533,0.0215737133366752,0.0403469589763749,0.0056401196906826,0.526201475159286,0.0130180985593141,0.0002292631878151,7.781376645446681e-05,0.0380862937802995,0.0054626713938821
44,0.1918673978479384,0.0052595622047115,0.0245001648258948,0.0039407985428901,0.5203090782326186,0.0959613538695253,0.0002299242800768,4.440925733503133e-05,0.0236219450112517,0.0038681253527719
45,0.1669776814079077,0.0106921298746784,0.0334786134758078,0.0057303695556337,0.4636178763312942,0.0579297883534916,0.0006026889475471,0.0001241342213078,0.0320576954873573,0.0056067244567534
46,0.5221101930738026,0.1090927314675958,0.0001506825992917,1.6984141294278007e-05,0.1397631938155204,0.0064516701039145,0.0001048115265014,3.2787147699939704e-05,0.0002716656619783,0.0001184147403294
47,0.1696666817014696,0.0533642325671481,0.0208720989900508,0.0025123438402366,0.4514543840219073,0.014317967293113,4.112658635185111e-05,7.684055638615254e-06,0.0205051984781541,0.0024529225188289
48,0.2504871911312947,0.0282249486989527,0.0038609029822126,0.0009418478517502,0.4696404406383556,0.0207812347215337,4.1595943050810976e-05,6.543422565181388e-06,0.0037963123389831,0.0009221422523675
49,0.0203046141497697,0.0023609359539206,0.0177101495581392,0.0025406243739269,0.3796450918756178,0.0170754709556559,0.0001443133585405,5.355673224374463e-05,0.0173249642223202,0.0025592220219446
50,0.0018584890634979,0.0002768931394345,5.901686384192597,0.0055330868949366,5.874896333360702,0.0034769277384682,0.0048192545710541,0.0003802394224825,2.3242677880436227,0.0046411009730074
51,0.1974519966879626,0.0182733724982826,0.110133242343664,0.006240909768913,0.5240184925981468,0.0206760461943962,0.0003247114295881,0.0001172631649223,0.101958486824548,0.0060630631125164
52,0.0786312402189481,0.0062762653006331,0.0487861404203733,0.0053626904645516,0.5755285867922605,0.0323663767628541,6.631146107218703e-05,2.3087922224121987e-05,0.0450814534562365,0.0052432774236276
53,0.477322311453539,0.06118972971555,0.0014600962612482,0.0001649343264214,0.1620752122354126,0.0128835324080268,8.689448049930783e-05,1.9761345713306015e-05,0.0014376744584285,0.0001961450723424
54,0.1783496584898669,0.0098932586116554,0.419013437931935,0.0086762676581347,0.1574056976105586,0.0299875602955172,0.0126175839830402,0.0031437569586629,0.1544573459112073,0.0086464890859473
55,0.2057809778064697,0.0058774494274133,0.0765847397136094,0.0091224213704422,0.6460239631903336,0.1511381579598579,0.0005796577019009,0.0001064800092887,0.0690235150689042,0.0089732953012746
56,0.1708707584692726,0.0314097216078699,0.0011928151183745,0.0002154313082606,0.5097224744378219,0.0239881061250427,3.662377327253993e-05,9.921597150755612e-06,0.001176647369042,0.0002355353573235
57,0.4384069998853943,0.0383682373445067,0.0001297828733151,9.844776683082445e-06,0.1872867765444419,0.0113399047556757,5.876072971686009e-05,1.8136479812595465e-05,0.0002913121900934,9.493882211016506e-05
58,0.4029440655133172,0.0230236503324104,0.0001947737423549,4.441555698098326e-05,0.247065383108196,0.0172333167770812,4.556396796545656e-05,9.773609629488773e-06,0.0002712786017128,8.26038045213685e-05
59,0.2868825877321649,0.0151128388202362,0.0007801774264955,0.000130029058407,0.4741649889341934,0.0155445706345094,2.777061277258825e-05,6.8056484151188265e-06,0.0007390643846288,0.0001240563509441
60,0.2234592551358565,0.0048807914314289,0.1064069777544502,0.0071341566495267,0.2747790354880901,0.0609494858939515,0.0019948166797028,0.0004859409549744,0.102065342867074,0.0071040506586838
61,0.2384402936715689,0.0117541537568198,0.1681906983285471,0.00981665799509,0.2587730555279255,0.0314051753309934,0.0126726451669351,0.0031358130530627,0.150466459758598,0.0097584092927511
62,0.0016131114682626,0.0002728187007567,3.7077115662986255,0.0054952350758051,3.696361337721451,0.0034330529225696,0.004233213079301,0.0003755761364888,1.5859482929509727,0.0045247121565533
63,0.3610021559384621,0.0157718686783549,0.0084969814720577,0.0011412253698256,0.3041491699834946,0.0240482647185133,6.062471469855736e-05,1.821014693417941e-05,0.0083972601691454,0.0011387871888556
64,0.0016981539139338,0.000265901257286,3.9656493970656026,0.0055116276769667,3.9507502967007055,0.0034326204683826,0.0044329857874701,0.0003665029749537,1.6698653049860668,0.0045838054530014
65,0.0037202683504538,0.0035049343743236,0.23121703085558,0.0190863454484206,0.0956783175104206,0.021175111551034,0.0027368938020235,0.0020527696306045,0.0647047774635224,0.015293252955389
66,0.443002556026444,0.0420780709969287,0.0001174700435845,6.546639578357295e-06,0.169755131924336,0.0044453973984671,6.669003658211056e-05,1.612728296284283e-05,0.0002571415893484,8.047421560972429e-05
67,0.560216047809371,0.0490438805026662,0.0030876981253508,0.0003427277840826,0.1933373615746933,0.0259159558661144,8.126436357960601e-05,1.6328114713233856e-05,0.0030394858190778,0.0003531008454749
68,0.1652881571916823,0.0093926850412669,0.0037160303453386,0.0009936353908678,0.4781522961964466,0.0253316075025311,0.0001668645915564,2.4061240121830672e-05,0.003710063905254,0.0009744502235658
69,0.1301210405987505,0.0207669229010429,0.0261541326951291,0.0051307929576578,0.4232392726321935,0.0274241633903978,0.0010154008888461,0.0002952894061265,0.0247254750637823,0.004986673018533
70,0.0007665156615755,0.0001201536375072,0.0295206212075775,0.003682029865255,0.0172219678577307,0.0022328720773332,0.0006228403998313,0.000149559679418,0.0090106998876057,0.0014517386516475
71,0.2749079695790406,0.0265248565074994,0.0798383238375053,0.0088618726778768,0.6278838869540311,0.0347349859727751,0.0016920293406651,0.0001671012291382,0.0736816985675772,0.0085941231456771
72,0.4002350497383522,0.0280322913857171,0.0007392443217195,0.0001294933594956,0.2239637403755485,0.0168881118401062,5.718660291992881e-05,1.5065248258416524e-05,0.0008091031512137,0.0001617668703941
73,0.1165171110868406,0.0130217245892366,0.0581222221513007,0.007896026745153,0.4720885725750964,0.0452236846080838,0.0004494653280067,9.380899323955154e-05,0.0537156550278073,0.007683891602481
74,0.1618824617338184,0.0090079479432086,0.2139240437448391,0.0074677069432676,0.3388832923884413,0.0330910412190366,0.0269060297870592,0.002741518858529,0.1875695522047905,0.0074283626382691
75,0.4971123896206529,0.0788757881177895,0.0002117712333946,2.317236991993868e-05,0.1508766802322246,0.008266006423328,0.0001076856590675,2.6378272963300824e-05,0.0003345864421993,0.0001137419050099
76,0.1100457470331013,0.0234978252271886,0.0096724086857621,0.0018876655431145,0.5091955563818521,0.0280771631685328,0.0001051689063337,1.6603127600404913e-05,0.009522047685303,0.0018477151282877
