tracer_number,CO_max_error,CO_l2_error,C+_max_error,C+_l2_error,O+_max_error,O+_l2_error,O_max_error,O_l2_error,e-_max_error,e-_l2_error
0,0.5594952756726168,0.031866293171042,3.405962689822223e-05,1.9342931609311586e-06,0.1235992517346332,0.009275411687922,0.0001471685736728,6.593627075117773e-05,0.0004131506857534,0.0001751755211911
1,0.0021817978346892,0.0002772482159478,7.902309793333711,0.005506170580212,7.843660714322925,0.00359662162488,0.005550614690219,0.0003750303067656,2.868525550967222,0.0053809713344573
2,0.0167840237494439,0.0057523771808254,0.0025585296813062,0.0012272413654398,0.2928942572125765,0.0041655002546893,0.0003367995064787,0.0001437426140601,0.0024929785684301,0.0012127743982452
3,0.4962379182950643,0.0255671714939564,0.0420451140218372,0.0058367784127661,0.4044969042357187,0.0282664666724607,0.0001096366077808,3.7337006749575296e-05,0.0404653191258715,0.0056727686666918
4,0.264648352064035,0.0096874054721578,0.1932245790528312,0.0090941910487078,0.3680063685231262,0.0409517742902633,0.010600608333574,0.0028205334014998,0.1875308667115808,0.0090416341376323
5,0.1224699352829528,0.0098880556465117,0.0791125175913227,0.0097132347100563,0.7091471259771693,0.0371023771980947,0.0004163051428322,8.005510576147687e-05,0.0718506171805788,0.0095095390605452
6,0.1914227606165213,0.0362415681840928,0.0022649924589299,0.0003540365618934,0.4871019502653047,0.0140577251678759,3.4035793430898194e-05,7.0922920277448366e-06,0.0021888697402691,0.0003506853587031
7,0.3960435385637004,0.0485500087982122,0.0004130212410161,3.8908611898238615e-05,0.2463715709399731,0.0093832706050564,5.518001728359488e-05,1.9773182041755587e-05,0.0004586486949606,0.0001051869487803
8,0.0007352421751218,0.0003450432359557,0.0269368168032006,0.0036037257673402,0.0110557387892996,0.0029351176633785,0.0006028017672472,0.000407180979306,0.0070784557084577,0.0017789273044221
9,0.397081082600016,0.0523811425244999,0.0002128556868323,1.0321185660207004e-05,0.2613183725032079,0.0053838141858969,3.855581959635213e-05,1.994263546302936e-05,0.0003211989352518,9.558569710303146e-05
10,0.4475465672737242,0.0075966245418277,0.1518063523881107,0.008294750549698,0.2660677102163821,0.0311056070253556,0.0033551533274049,0.0007880938150494,0.1224736161276914,0.008263064104602
11,0.1676398689075408,0.023273141058785,0.1204612589490538,0.0095397152618256,0.5638688064188642,0.0275370165479269,0.0004425962115977,0.0001395779373708,0.0981623312460541,0.0092530144648982
12,0.0010745076073754,0.0002791458189902,1.3683553307468728,0.0053044773656649,1.3639029664796771,0.0035501809347983,0.0029642711296142,0.0003837524300298,0.6623240345668844,0.0046134612510897
13,0.0037302528362709,0.0034046613904013,0.1532003010853661,0.0130415970817632,0.1113405915134291,0.021405658623071,0.0025337661685182,0.0018579498144663,0.0947467643906301,0.0110945766120503
14,0.2791088595028161,0.0386132330420138,0.0004065902850531,5.4504702174531056e-05,0.351024214512578,0.0129545939402896,6.918243628597377e-05,1.7481095396233895e-05,0.0003822966159602,0.0001201310086495
15,0.4851833883357952,0.0610480751408794,0.0064998081698223,0.0010461303858017,0.2929220637321514,0.0129733419791576,0.0001289246449565,2.9395426993288182e-05,0.0063406588602503,0.001018663594533
16,0.3035499716911208,0.0054479539814286,0.0626705429732651,0.0105542253982881,0.6035401747124611,0.1511073671241432,0.0023412664044982,0.00046105502572,0.057313688148266,0.0105093971197027
17,0.451277334914174,0.0212442402223582,0.0002860968309042,6.358282676996521e-05,0.1683369767939489,0.0213018789022623,7.123015457228716e-05,1.822955196233404e-05,0.0003608759384217,0.000120594432282
18,0.1630135890032068,0.019783250279749,0.0045950641111741,0.0009410538470452,0.5269161387698629,0.0238044123293626,6.244341959523835e-05,1.605522176963434e-05,0.0045344303415554,0.0009136539553169
19,0.1030563252554471,0.0236424848454205,0.0013962190782502,0.0002645310800715,0.343030770868315,0.0267993168326116,9.283564051894364e-05,1.8603914195427548e-05,0.0014196065940494,0.000274600128955
20,0.3388123429728946,0.0321337650527847,0.0474955408211787,0.0061796217366391,0.560183278981748,0.0419248977780281,4.307060367585594e-05,2.2203691735630992e-05,0.0436687232026519,0.0060247228059461
